"iso","sector","fuel","units","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"fin","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0.052","0.0588","0.0656","0.0724","0.0792","0.086","0.0936","0.1012","0.1088","0.1164","0.124","0.1218","0.1196","0.1174","0.1152","0.113","0.116","0.119","0.122","0.125","0.128","0.1398","0.1516","0.1634","0.1752","0.187","0.1852","0.1834","0.1816","0.1798","0.178","0.1738","0.1696","0.1654","0.1612","0.157","0.1632","0.1694","0.1756","0.1818","0.188","0.1722","0.1564","0.1406","0.1248","0.109","0.0934","0.0778","0.0622","0.0466","0.031","0.027","0.023","0.019","0.015","0.011","0.013","0.015","0.017","0.019","0.021","0.02","0.019","0.018","0.017","0.016","0.0134","0.0108","0.0082","0.0056","0.003","0.0032","0.0034","0.0036","0.0038","0.004","0.006","0.008","0.01","0.012","0.014","0.0146","0.0152","0.0158","0.0164","0.017","0.054","0.091","0.128","0.165","0.202","0.201","0.2","0.199","0.198","0.197","0.183","0.169","0.155","0.141","0.127","0.1864","0.2458","0.3052","0.3646","0.424","0.3624","0.3008","0.2392","0.1776","0.116","0.1342","0.1524","0.1706","0.1888","0.207","0.203066666666667","0.199133333333333","0.1952","0.191266666666667","0.187333333333333","0.1834","0.179466666666667","0.175533333333333","0.1716","0.167666666666667","0.163733333333333","0.1598","0.155866666666667","0.151933333333333","0.148","0.187","0.226","0.265","0.304","0.343","0.3278","0.3126","0.2974","0.2822","0.267","0.2666","0.2662","0.2658","0.2654","0.265","0.2618","0.2586","0.2554","0.2522","0.249","0.249","0.249","0.249","0.249"
"fra","1A1bc_Other-transformation","process","kt","6.775","7.9812","9.1874","10.3936","11.5998","12.806","12.6978","12.5896","12.4814","12.3732","12.265","12.8008","13.3366","13.8724","14.4082","14.944","14.6292","14.3144","13.9996","13.6848","13.37","13.4898","13.6096","13.7294","13.8492","13.969","14.0152","14.0614","14.1076","14.1538","14.2","13.9024","13.6048","13.3072","13.0096","12.712","13.0866","13.4612","13.8358","14.2104","14.585","14.4104","14.2358","14.0612","13.8866","13.712","14.2658","14.8196","15.3734","15.9272","16.481","16.2286","15.9762","15.7238","15.4714","15.219","15.282","15.345","15.408","15.471","15.534","12.762","9.99","7.218","4.446","1.674","2.7502","3.8264","4.9026","5.9788","7.055","8.0944","9.1338","10.1732","11.2126","12.252","11.8406","11.4292","11.0178","10.6064","10.195","9.0098","7.8246","6.6394","5.4542","4.269","3.836","3.403","2.97","2.537","2.104","1.7954","1.4868","1.1782","0.8696","0.561","1.2516","1.9422","2.6328","3.3234","4.014","4.3186","4.6232","4.9278","5.2324","5.537","5.7082","5.8794","6.0506","6.2218","6.393","6.3054","6.2178","6.1302","6.0426","5.955","5.537","5.119","4.701","4.283","3.865","3.7094","3.5538","3.3982","3.2426","3.087","3.076","3.065","3.054","3.043","3.032","2.8972","2.7624","2.6276","2.4928","2.358","2.2824","2.2068","2.1312","2.0556","1.98","1.9066","1.8332","1.7598","1.6864","1.613","1.5626","1.5122","1.4618","1.4114","1.361","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"gbr","1A1bc_Other-transformation","process","kt","38.129","40.3648","42.6006","44.8364","47.0722","49.308","50.0674","50.8268","51.5862","52.3456","53.105","54.6352","56.1654","57.6956","59.2258","60.756","62.3588","63.9616","65.5644","67.1672","68.77","67.4914","66.2128","64.9342","63.6556","62.377","62.8176","63.2582","63.6988","64.1394","64.58","63.4064","62.2328","61.0592","59.8856","58.712","59.097","59.482","59.867","60.252","60.637","59.4858","58.3346","57.1834","56.0322","54.881","54.9594","55.0378","55.1162","55.1946","55.273","53.8758","52.4786","51.0814","49.6842","48.287","46.4534","44.6198","42.7862","40.9526","39.119","36.4142","33.7094","31.0046","28.2998","25.595","23.8278","22.0606","20.2934","18.5262","16.759","15.2416","13.7242","12.2068","10.6894","9.172","8.6152","8.0584","7.5016","6.9448","6.388","6.0724","5.7568","5.4412","5.1256","4.81","4.8112","4.8124","4.8136","4.8148","4.816","4.5412","4.2664","3.9916","3.7168","3.442","3.894","4.346","4.798","5.25","5.702","5.5434","5.3848","5.2262","5.0676","4.909","5.252","5.595","5.938","6.281","6.624","6.5056","6.3872","6.2688","6.1504","6.032","5.9888","5.9456","5.9024","5.8592","5.816","5.5528","5.2896","5.0264","4.7632","4.5","4.1634","3.8268","3.4902","3.1536","2.817","2.6612","2.5054","2.3496","2.1938","2.038","2.0508","2.0636","2.0764","2.0892","2.102","2.0176","1.9332","1.8488","1.7644","1.68","1.6864","1.6928","1.6992","1.7056","1.712","1.6014","1.4908","1.3802","1.2696","1.159","1.1624","1.1658","1.1692","1.1726","1.176","1.176","1.176","1.176","1.176"
"grc","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.007","0.0068","0.0066","0.0064","0.0062","0.006","0.01225","0.0185","0.02475","0.031","0.03725","0.0435","0.04975","0.056","0.06225","0.0685","0.07475","0.081","0.08725","0.0935","0.09975","0.106","0.11225","0.1185","0.12475","0.131","0.1208","0.1106","0.1004","0.0902","0.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hun","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0.42","0.5146","0.6092","0.7038","0.7984","0.893","0.9652","1.0374","1.1096","1.1818","1.254","1.2846","1.3152","1.3458","1.3764","1.407","1.4344","1.4618","1.4892","1.5166","1.544","1.4722","1.4004","1.3286","1.2568","1.185","1.2846","1.3842","1.4838","1.5834","1.683","1.791","1.899","2.007","2.115","2.223","2.256","2.289","2.322","2.355","2.388","2.4642","2.5404","2.6166","2.6928","2.769","2.6316","2.4942","2.3568","2.2194","2.082","2.0518","2.0216","1.9914","1.9612","1.931","1.7672","1.6034","1.4396","1.2758","1.112","1.0142","0.9164","0.8186","0.7208","0.623","0.5252","0.4274","0.3296","0.2318","0.134","0.1594","0.1848","0.2102","0.2356","0.261","0.2362","0.2114","0.1866","0.1618","0.137","0.1584","0.1798","0.2012","0.2226","0.244","0.1994","0.1548","0.1102","0.0656","0.021","0.0552","0.0894","0.1236","0.1578","0.192","0.2422","0.2924","0.3426","0.3928","0.443","0.4636","0.4842","0.5048","0.5254","0.546","0.5592","0.5724","0.5856","0.5988","0.612","0.5326","0.4532","0.3738","0.2944","0.215","0.2286","0.2422","0.2558","0.2694","0.283","0.285","0.287","0.289","0.291","0.293","0.2714","0.2498","0.2282","0.2066","0.185","0.1878","0.1906","0.1934","0.1962","0.199","0.2176","0.2362","0.2548","0.2734","0.292","0.2868","0.2816","0.2764","0.2712","0.266","0.2464","0.2268","0.2072","0.1876","0.168","0.1932","0.2184","0.2436","0.2688","0.294","0.294","0.294","0.294","0.294"
"ind","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.601","1.7182","1.8354","1.9526","2.0698","2.187","2.9846","3.7822","4.5798","5.3774","6.175","6.573","6.971","7.369","7.767","8.165","8.5578","8.9506","9.3434","9.7362","10.129","10.8872","11.6454","12.4036","13.1618","13.92","13.0896","12.2592","11.4288","10.5984","9.768","9.1602","8.5524","7.9446","7.3368","6.729","6.8812","7.0334","7.1856","7.3378","7.49","8.0338","8.5776","9.1214","9.6652","10.209","10.4544","10.6998","10.9452","11.1906","11.436","10.5432","9.6504","8.7576","7.8648","6.972","6.6532","6.3344","6.0156","5.6968","5.378","5.3836","5.3892","5.3948","5.4004","5.406","5.3856","5.3652","5.3448","5.3244","5.304","5.5508","5.7976","6.0444","6.2912","6.538","6.84","7.142","7.444","7.746","8.048","7.9324","7.8168","7.7012","7.5856","7.47","7.8884","8.3068","8.7252","9.1436","9.562","8.848","8.134","7.42","6.706","5.992","5.992","5.992","5.992","5.992"
"irn","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009","0.0112","0.0134","0.0156","0.0178","0.02","0.025","0.03","0.035","0.04","0.045","0.0432","0.0414","0.0396","0.0378","0.036","0.036","0.036","0.036","0.036","0.036","0.0692","0.1024","0.1356","0.1688","0.202","0.2962","0.3904","0.4846","0.5788","0.673","0.641","0.609","0.577","0.545","0.513","0.485","0.457","0.429","0.401","0.373","0.4034","0.4338","0.4642","0.4946","0.525","0.5404","0.5558","0.5712","0.5866","0.602","0.588","0.574","0.56","0.546","0.532","0.5166","0.5012","0.4858","0.4704","0.455","0.455","0.455","0.455","0.455"
"ita","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.211","0.2142","0.2174","0.2206","0.2238","0.227","0.2356","0.2442","0.2528","0.2614","0.27","0.244","0.218","0.192","0.166","0.14","0.137","0.134","0.131","0.128","0.125","0.1208","0.1166","0.1124","0.1082","0.104","0.0956","0.0872","0.0788","0.0704","0.062","0.0788","0.0956","0.1124","0.1292","0.146","0.2582","0.3704","0.4826","0.5948","0.707","0.8372","0.9674","1.0976","1.2278","1.358","1.303","1.248","1.193","1.138","1.083","0.9026","0.7222","0.5418","0.3614","0.181","0.2838","0.3866","0.4894","0.5922","0.695","0.6652","0.6354","0.6056","0.5758","0.546","0.5302","0.5144","0.4986","0.4828","0.467","0.495","0.523","0.551","0.579","0.607","0.4918","0.3766","0.2614","0.1462","0.031","0.1332","0.2354","0.3376","0.4398","0.542","0.6382","0.7344","0.8306","0.9268","1.023","1.0746","1.1262","1.1778","1.2294","1.281","1.4174","1.5538","1.6902","1.8266","1.963","1.966","1.969","1.972","1.975","1.978","2.04","2.102","2.164","2.226","2.288","2.2974","2.3068","2.3162","2.3256","2.335","2.2902","2.2454","2.2006","2.1558","2.111","2.0472","1.9834","1.9196","1.8558","1.792","1.7144","1.6368","1.5592","1.4816","1.404","1.3908","1.3776","1.3644","1.3512","1.338","1.2954","1.2528","1.2102","1.1676","1.125","1.1068","1.0886","1.0704","1.0522","1.034","1.034","1.034","1.034","1.034"
"jpn","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.212","0.206","0.2","0.194","0.188","0.182","0.2","0.218","0.236","0.254","0.272","0.273","0.274","0.275","0.276","0.277","0.4056","0.5342","0.6628","0.7914","0.92","0.9538","0.9876","1.0214","1.0552","1.089","1.0722","1.0554","1.0386","1.0218","1.005","1.0454","1.0858","1.1262","1.1666","1.207","1.2554","1.3038","1.3522","1.4006","1.449","1.577","1.705","1.833","1.961","2.089","1.765","1.441","1.117","0.793","0.469","0.5774","0.6858","0.7942","0.9026","1.011","1.1216","1.2322","1.3428","1.4534","1.564","1.795","2.026","2.257","2.488","2.719","3.2504","3.7818","4.3132","4.8446","5.376","6.7832","8.1904","9.5976","11.0048","12.412","12.7996","13.1872","13.5748","13.9624","14.35","14.2128","14.0756","13.9384","13.8012","13.664","13.744","13.824","13.904","13.984","14.064","13.965","13.866","13.767","13.668","13.569","13.3854","13.2018","13.0182","12.8346","12.651","12.5108","12.3706","12.2304","12.0902","11.95","12.0338","12.1176","12.2014","12.2852","12.369","12.3036","12.2382","12.1728","12.1074","12.042","12.042","12.042","12.042","12.042"
"kaz","1A1bc_Other-transformation","process","kt","0.00193066479400749","0.00269582397003745","0.00346098314606742","0.00422614232209738","0.00499130149812734","0.0057564606741573","0.00683431647940075","0.00791217228464419","0.00899002808988764","0.0100678838951311","0.0111457397003745","0.011737968164794","0.0123301966292135","0.012922425093633","0.0135146535580524","0.0141068820224719","0.020938829588015","0.0277707771535581","0.0346027247191011","0.0414346722846442","0.0482666198501873","0.0483945411985019","0.0485224625468165","0.0486503838951311","0.0487783052434457","0.0489062265917603","0.0478804868913858","0.0468547471910112","0.0458290074906367","0.0448032677902622","0.0437775280898876","0.0447701029962547","0.0457626779026217","0.0467552528089888","0.0477478277153558","0.0487404026217228","0.0553354588014981","0.0619305149812734","0.0685255711610487","0.075120627340824","0.0817156835205993","0.0889550842696629","0.0961944850187266","0.10343388576779","0.110673286516854","0.117912687265918","0.136579728464419","0.155246769662921","0.173913810861423","0.192580852059925","0.211247893258427","0.201054456928839","0.190861020599251","0.180667584269663","0.170474147940075","0.160280711610487","0.155990608614232","0.151700505617978","0.147410402621723","0.143120299625468","0.138830196629213","0.13662","0.134409803370787","0.132199606741573","0.12998941011236","0.127779213483146","0.102787172284644","0.0777951310861423","0.0528030898876405","0.0278110486891386","0.0028190074906367","0.00672771535580524","0.0106364232209738","0.0145451310861423","0.0184538389513109","0.0223625468164794","0.0298364700374532","0.037310393258427","0.0447843164794007","0.0522582397003745","0.0597321629213483","0.0696057958801498","0.0794794288389513","0.0893530617977528","0.0992266947565543","0.109100327715356","0.107444456928839","0.105788586142322","0.104132715355805","0.102476844569288","0.100820973782772","0.0905967415730337","0.0803725093632959","0.0701482771535581","0.0599240449438202","0.0496998127340824","0.0638825","0.0780651872659176","0.0922478745318352","0.106430561797753","0.12061324906367","0.13166186329588","0.14271047752809","0.1537590917603","0.164807705992509","0.175856320224719","0.184194897003745","0.192533473782772","0.200872050561798","0.209210627340824","0.21754920411985","0.224805187265918","0.232061170411985","0.239317153558052","0.24657313670412","0.253829119850187","0.259775093632959","0.26572106741573","0.271667041198502","0.277613014981273","0.283558988764045","0.290137462546816","0.296715936329588","0.30329441011236","0.309872883895131","0.316451357677903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.125","0.253","0.381","0.509","0.637","0.765","0.9106","1.0562","1.2018","1.3474","1.493","1.4752","1.4574","1.4396","1.4218","1.404","1.3966","1.3892","1.3818","1.3744","1.367","1.367","1.367","1.367","1.367"
"kor","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0.0105","0.013","0.0155","0.018","0.0205","0.023","0.0255","0.028","0.0305","0.033","0.03","0.027","0.024","0.021","0.018","0.116","0.214","0.312","0.41","0.508","0.606","0.704","0.802","0.9","0.998","1.6096","2.2212","2.8328","3.4444","4.056","4.468","4.88","5.292","5.704","6.116","7.8634","9.6108","11.3582","13.1056","14.853","16.9716","19.0902","21.2088","23.3274","25.446","27.5628","29.6796","31.7964","33.9132","36.03","35.456","34.882","34.308","33.734","33.16","34.931","36.702","38.473","40.244","42.015","42.015","42.015","42.015","42.015"
"lux","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.00366666666666667","0.00433333333333333","0.005","0.00566666666666667","0.00633333333333333","0.007","0.00766666666666667","0.00833333333333333","0.009","0.00966666666666667","0.0103333333333333","0.011","0.0116666666666667","0.0123333333333333","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mex","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.319","0.316","0.313","0.31","0.307","0.304","0.3012","0.2984","0.2956","0.2928","0.29","0.299","0.308","0.317","0.326","0.335","0.347","0.359","0.371","0.383","0.395","0.4016","0.4082","0.4148","0.4214","0.428","0.4502","0.4724","0.4946","0.5168","0.539","0.6752","0.8114","0.9476","1.0838","1.22","1.2428","1.2656","1.2884","1.3112","1.334","1.3898","1.4456","1.5014","1.5572","1.613","1.4766","1.3402","1.2038","1.0674","0.931","0.7872","0.6434","0.4996","0.3558","0.212","0.3396","0.4672","0.5948","0.7224","0.85","0.9126","0.9752","1.0378","1.1004","1.163","1.2454","1.3278","1.4102","1.4926","1.575","1.55","1.525","1.5","1.475","1.45","1.3788","1.3076","1.2364","1.1652","1.094","1.0792","1.0644","1.0496","1.0348","1.02","1.0222","1.0244","1.0266","1.0288","1.031","1.0098","0.9886","0.9674","0.9462","0.925","0.944","0.963","0.982","1.001","1.02","1.02","1.02","1.02","1.02"
"nld","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.17","0.1914","0.2128","0.2342","0.2556","0.277","0.259","0.241","0.223","0.205","0.187","0.169","0.151","0.133","0.115","0.097","0.08","0.063","0.046","0.029","0.012","0.145","0.278","0.411","0.544","0.677","0.7164","0.7558","0.7952","0.8346","0.874","0.8774","0.8808","0.8842","0.8876","0.891","0.8614","0.8318","0.8022","0.7726","0.743","0.7048","0.6666","0.6284","0.5902","0.552","0.584","0.616","0.648","0.68","0.712","0.7224","0.7328","0.7432","0.7536","0.764","0.78","0.796","0.812","0.828","0.844","0.8352","0.8264","0.8176","0.8088","0.8","0.8082","0.8164","0.8246","0.8328","0.841","0.7978","0.7546","0.7114","0.6682","0.625","0.6314","0.6378","0.6442","0.6506","0.657","0.6476","0.6382","0.6288","0.6194","0.61","0.61","0.61","0.61","0.61"
"nor","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.118","0.1204","0.1228","0.1252","0.1276","0.13","0.1266","0.1232","0.1198","0.1164","0.113","0.1178","0.1226","0.1274","0.1322","0.137","0.1264","0.1158","0.1052","0.0946","0.084","0.0826","0.0812","0.0798","0.0784","0.077","0.0796","0.0822","0.0848","0.0874","0.09","0.0884","0.0868","0.0852","0.0836","0.082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"nzl","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.0028","0.0026","0.0024","0.0022","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.0018","0.0016","0.0014","0.0012","0.001","0.0018","0.0026","0.0034","0.0042","0.005","0.0046","0.0042","0.0038","0.0034","0.003","0.0292","0.0554","0.0816","0.1078","0.134","0.136","0.138","0.14","0.142","0.144","0.143","0.142","0.141","0.14","0.139","0.143","0.147","0.151","0.155","0.159","0.1624","0.1658","0.1692","0.1726","0.176","0.176","0.176","0.176","0.176"
"pak","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0.0858","0.1326","0.1794","0.2262","0.273","0.3018","0.3306","0.3594","0.3882","0.417","0.4158","0.4146","0.4134","0.4122","0.411","0.4006","0.3902","0.3798","0.3694","0.359","0.33","0.301","0.272","0.243","0.214","0.2036","0.1932","0.1828","0.1724","0.162","0.162","0.162","0.162","0.162"
"per","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.079","0.0816","0.0842","0.0868","0.0894","0.092","0.0926","0.0932","0.0938","0.0944","0.095","0.0872","0.0794","0.0716","0.0638","0.056","0.0502","0.0444","0.0386","0.0328","0.027","0.0242","0.0214","0.0186","0.0158","0.013","0.0142","0.0154","0.0166","0.0178","0.019","0.019","0.019","0.019","0.019","0.019","0.018","0.017","0.016","0.015","0.014","0.015","0.016","0.017","0.018","0.019","0.0186","0.0182","0.0178","0.0174","0.017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"pol","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.846","0.7676","0.6892","0.6108","0.5324","0.454","0.4604","0.4668","0.4732","0.4796","0.486","0.4472","0.4084","0.3696","0.3308","0.292","0.3382","0.3844","0.4306","0.4768","0.523","0.4392","0.3554","0.2716","0.1878","0.104","0.4178","0.7316","1.0454","1.3592","1.673","1.7976","1.9222","2.0468","2.1714","2.296","2.4442","2.5924","2.7406","2.8888","3.037","3.1706","3.3042","3.4378","3.5714","3.705","3.79","3.875","3.96","4.045","4.13","4.251","4.372","4.493","4.614","4.735","4.8408","4.9466","5.0524","5.1582","5.264","5.0624","4.8608","4.6592","4.4576","4.256","4.1626","4.0692","3.9758","3.8824","3.789","3.6734","3.5578","3.4422","3.3266","3.211","3.0842","2.9574","2.8306","2.7038","2.577","2.535","2.493","2.451","2.409","2.367","2.4346","2.5022","2.5698","2.6374","2.705","2.705","2.705","2.705","2.705"
"prk","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.386","0.983","1.58","2.177","2.774","3.371","3.008","2.645","2.282","1.919","1.556","1.8672","2.1784","2.4896","2.8008","3.112","3.4086","3.7052","4.0018","4.2984","4.595","4.548","4.501","4.454","4.407","4.36","4.3668","4.3736","4.3804","4.3872","4.394","4.817","5.24","5.663","6.086","6.509","5.582","4.655","3.728","2.801","1.874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"prt","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009","0.0088","0.0086","0.0084","0.0082","0.008","0.0092","0.0104","0.0116","0.0128","0.014","0.0246","0.0352","0.0458","0.0564","0.067","0.0666","0.0662","0.0658","0.0654","0.065","0.0646","0.0642","0.0638","0.0634","0.063","0.0632","0.0634","0.0636","0.0638","0.064","0.0666","0.0692","0.0718","0.0744","0.077","0.0746","0.0722","0.0698","0.0674","0.065","0.071","0.077","0.083","0.089","0.095","0.0966","0.0982","0.0998","0.1014","0.103","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
